MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,Extract_date,owner_company,nr_of_episodes,DIRECTOR,STARS-LIST
Ilegal,(2014),"
Documentary, Drama, Family            ",7.9,"
Documentary about Brazilian mothers who save their children thanks to the medicinal use of Marijuana, which is illegal in Brazil.",99,90.0,,2020-04-19 21:49:34.098166766,Marvel Studios,48.0,"Directors:
Tarso Araujo, 
Raphael Erichsen",
Agustín Aristarán: Soy Rada,(2018 TV Special),"
Comedy            ",6.5,"
The Argentine comedian Agustín ""Radagast"" Aristarán combines magic and music and in a performance full of energy.",110,,,2020-04-19 22:15:15.434654052,20th Century Fox	,105.0,"Director:
Mariano Baez",
Felipe Neto: Minha Vida Não Faz Sentido,(2017 TV Special),"
Documentary, Comedy            ",4.1,"
YouTube sensation Felipe Neto brings the stories from his autobiographical book named ""Não Faz Sentido - Por Trás da Câmera"" to the stage in his stand-up special.",233,87.0,,2020-04-19 22:40:56.771141336,Marvel Studios,66.0,"Director:
Diego Pignataro",
Wielka woda,(2022– ),"
Drama            ",,"
When the flood wave approaches the capital of Lower Silesia, a decision is made to save the city from the destructive elements, the surrounding villages and fields should be sacrificed.",,,,2020-04-19 23:06:38.107628622, Legendary Entertainment	,2.0,,
Karriär,(1938),"
Drama            ",5.2,"
A traveling theater company in Sweden. Conflicts between the actors and the prima donna, the former great actress Karin, who destroy their younger colleagues.",52,106.0,,2020-04-19 23:32:19.444115908, Legendary Entertainment	,33.0,"Director:
Schamyl Bauman",
Sincerely Daisy,(2020),"
Comedy, Drama, Romance            ",,"
Daisy is a happy high school graduate, whose dreams, expectations, passion and confidence are significantly affected by family and romantic drama",,87.0,,2020-04-19 23:58:00.780603194,Marvel Studios,34.0,"Director:
Nick Mutuma",
John Crist: I Ain't Prayin' for That,(2019 TV Special),"
Comedy            ",,"
Add a Plot
",,57.0,,2020-04-20 00:23:42.117090480,  Paramount Pictures,123.0,"Director:
Brian Volk-Weiss",
Home,(III) (2021),"
Short, Horror            ",,"
Moving is always hard, especially when the new neighborhood turns against you.",,13.0,,2020-04-20 00:49:23.453577766,Marvel Studios,114.0,"Director:
Ellie Foumbi",
Tim Allen Rewires America,(1991 TV Special),"
Documentary, Comedy            ",5.9,"
In his second Showtime stand-up comedy special taped at The Power Center for the Performing Arts in Ann Arbor, Michigan, Tim Allen proudly grunts his way through a discussion of ""men stuff.""",175,30.0,,2020-04-20 01:15:04.790065050,  Columbia Pictures	,84.0,"Director:
Ellen Brown",
The Atomic States of America,(2012),"
Documentary, History, News            ",6.3,"
A documentary on growing up in Shirley, Long Island -- a nuclear-reactor community.",277,95.0,,2020-04-20 01:40:46.126552336,    RatPac-Dune Entertainment	,128.0,"Directors:
Don Argott, 
Sheena M. Joyce",
The 2014 Film Independent Spirit Awards,(2014 TV Special),,6.0,"
Add a Plot
",32,,,2020-04-20 02:06:27.463039622,  Columbia Pictures	,68.0,"Director:
Chris Donovan",
Bendo,(2022– ),"
Drama            ",,"
To save her family, Fara, a rising TV journalist, must unite with her sisters and pay back EUR2M to a major drug dealer before the end of Ramadan, by all means.",,,,2020-04-20 02:32:08.799526908,Marvel Studios,131.0,,
Grimms' Fairy Tales,,"
Animation, Drama, Fantasy            ",,"
Plot Unknown.",,,,2020-04-20 02:57:50.136014194,  Paramount Pictures,66.0,,
Skylanders Academy: Happy Birthday to You!,(2017 TV Special),"
Animation, Short            ",5.2,"
The Skylanders are working on their most important mission yet: making sure you have the best birthday ever with a special celebration just for you.",5,1.0,,2020-04-20 03:23:31.472501478,  Paramount Pictures,101.0,,
The Night of the Wild Boar,(2016),"
Crime, Horror, Mystery            ",4.3,"
While looking for answers about her boyfriend's death in South America, a romance writer becomes entangled in a dark and deadly historical mystery.",226,75.0,,2020-04-20 03:49:12.808988764,20th Century Fox	,35.0,"Director:
Ramiro Tenorio",
One Piece: Entering into the Grand Line,(TV Movie),,,"
Add a Plot
",,,,2020-04-20 04:14:54.145476050,   Walt Disney Pictures	,76.0,,
Holdout,,"
Horror            ",,"
A woman refuses to evacuate from her dream home during the most dangerous storm in a decade. As it worsens, she must defend her home against mother nature, a band of looters, and something more sinister that arrives with the Hurricane.",,,,2020-04-20 04:40:35.481963336,Relativity Media,74.0,,
The Murders of Molly Southbourne,,"
Drama            ",,"
A young woman with a murderous drive develops the ability to replicate herself using blood.",,,,2020-04-20 05:06:16.818450622, Legendary Entertainment	,69.0,,
Hija única,(2016),"
Drama            ",5.6,"
Delfina lives in New York, but goes to a coastal city in the province of Buenos Aires to visit the tomb of a woman who was identical to her. From this, she begins to recall memories from the past and reflect about it.",68,112.0,,2020-04-20 05:31:58.154937908,  Columbia Pictures	,112.0,"Director:
Santiago Palavecino",
Don't be the First One!,(2020– ),"
Reality-TV            ",,"
The plot of this show is filmed with hidden cameras set up in each of the celebrities' actual home. In each episode, as the show moves from one family to the next, a brief analysis by the ...                See full summary »
",,135.0,,2020-04-20 05:57:39.491425192,  Columbia Pictures	,149.0,,"Stars:
Jang Do-Youn, 
Park Mi-Sun"
Nietzsche and the Nazis,(2006),"
Documentary            ",7.6,"
Directors were Christopher Vaughan and John Barrett (not Frank Michaels).",55,165.0,,2020-04-20 06:23:20.827912478, Legendary Entertainment	,58.0,"Director:
Frank Michaels",
Nick Thune: Folk Hero,(2014 TV Special),"
Short, Comedy            ",6.6,"
With help from his guitars, comedian Nick Thune regales the audience of Brooklyn's Bell Theatre with a collection of hilarious stories about his childhood, past romantic relationships and his experience with a burning building.",95,43.0,,2020-04-20 06:49:02.164399764,	Warner Bros.  ,18.0,,"Star:
Nick Thune"
Pandalian,(2006– ),"
Animation, Action, Adventure            ",6.9,"
Add a Plot
",16,22.0,,2020-04-20 07:14:43.500887050,   Walt Disney Pictures	,28.0,,"Stars:
Dwayne Hill, 
Julie Lemieux, 
Terry McGurrin, 
Jamie Watson"
The Deep Mad Dark,(2018 TV Movie),"
Mystery            ",,"
Add a Plot
",,,,2020-04-20 07:40:24.837374336,	Warner Bros.  ,45.0,,"Director:
Niels Arden Oplev"
The Stronghold,,"
Action, Crime            ",,"
Police brigade faces strong pressure from their bosses to improve their arrest and drug seizure stats. The team engages in a mission where moral and professional boundaries are pushed to their breaking point.",,,,2020-04-20 08:06:06.173861620,	Warner Bros.  ,110.0,,"Director:
Cédric Jimenez"
Ricardo Quevedo: Hay gente así,(2018 TV Special),"
Comedy            ",6.4,"
Standup monologue from Colombian comedian Ricardo Quevedo where he shares about his point of view on things such as the way we talk, how relationships work and more.",96,,,2020-04-20 08:31:47.510348906,Universal Pictures	,33.0,"Directors:
Raúl Campos, 
Jan Suter",
A god in ruins,,"
Drama, Western            ",,"
a movie about a racist clan",,,,2020-04-20 08:57:28.846836192,  Columbia Pictures	,145.0,,
Like A Mother,(2021– ),,,"
Add a Plot
",,,,2020-04-20 09:23:10.183323478,	Warner Bros.  ,135.0,,
Lost Dog,(III),"
Comedy, Drama            ",,"
Add a Plot
",,,,2020-04-20 09:48:51.519810764,Marvel Studios,35.0,,
Dead & Nowhere,(2008),"
Crime, Thriller            ",3.0,"
Homicide cop Ray Maldonado has found a third dead hooker in as many days. The realization that he's got a serial killer on his hands hits him. Wanting to stop the string of murders, ...                See full summary »
",14,90.0,,2020-04-20 10:14:32.856298048, Legendary Entertainment	,14.0,"Director:
Russ Barnes",
Necrópolis,(2019– ),"
Comedy            ",7.1,"
The daily life at the City's Morgue as experienced by young Dr. Richard, a fresh-from-medical school newly-turned Medical Examiner who's repulsed by corpses.",103,,,2020-04-20 10:40:14.192785334,Universal Pictures	,11.0,,"Stars:
Joana Kannenberg, 
Eduardo Mendonça, 
Rafael Pimenta, 
Gabriela Poester"
GLOW Featurette,(2017 TV Movie),"
Comedy            ",,"
Add a Plot
",,,,2020-04-20 11:05:55.529272620,  Paramount Pictures,92.0,,
800 metros,(2021– ),"
Documentary            ",,"
On Aug. 17, 2017, Spain suffers two terrorist attacks perpetrated by young people integrated into Spanish society. How could something like this happen?",,,,2020-04-20 11:31:36.865759906,	Warner Bros.  ,98.0,,
Jochem Myjer: Adéhadé,(2003 TV Special),"
Comedy            ",7.7,"
Why slow down? Jochem Myjer goes into overdrive hyperactivity. He runs, jumps, bounces, imitates, raps and plays violin in his first stand-up special.",186,48.0,,2020-04-20 11:57:18.202247192,    RatPac-Dune Entertainment	,148.0,"Directors:
Joep Krijnen, 
Shireen Strooker",
In the Name of Honor,(2015),"
Documentary            ",7.4,"
IN THE NAME OF HONOR exposes frightening cases of honor killings from India, Jordan and Palestine. Hindu, Muslim and Christian families all share the tragic experiences that wrecked their lives.",36,72.0,,2020-04-20 12:22:59.538734478,Relativity Media,139.0,,"Director:
Pawel Gula"
Slow Country,(2017),"
Action, Drama            ",4.6,"
A homeless teenage mother, who gets herself trapped in prostitution and drug trafficking for seven years in order to secure a good life for her son, decides to quit but her boss, a ruthless...                See full summary »
",32,115.0,,2020-04-20 12:48:40.875221762,   Walt Disney Pictures	,100.0,"Director:
Eric Aghimien",
The Umbilical Brothers: The Rehearsal,(2014 Video),"
Comedy            ",8.9,"
The outrageous comedy duo uses elements of multimedia, mime and audience participation in a show that takes viewers inside their creative process.",16,92.0,,2020-04-20 13:14:22.211709048,  Paramount Pictures,71.0,"Directors:
David Collins, 
Shane Dundas, 
Jim Hare",
Lugar de Mulher,(2019– ),"
Comedy            ",4.5,"
Four comedians from Brazil riff on sexuality, politics, religion and motherhood -- and set out to prove a woman's place is anywhere she wants it to be.",28,,,2020-04-20 13:40:03.548196334, Legendary Entertainment	,36.0,,"Stars:
Bruna Louise, 
Micheli Machado, 
Cintia Rosini, 
Carol Zoccoli"
The F-U,,"
Action            ",,"
Add a Plot
",,,,2020-04-20 14:05:44.884683620,	Warner Bros.  ,18.0,,
The Plan,(I) (2015),"
Thriller            ",7.1,"
The Plan - youth centric, high energy, prison break, suspense thriller, social and political film treated on world cinema treatment. The film is portrayed on a canvas of a prison amidst of ...                See full summary »
",81,120.0,,2020-04-20 14:31:26.221170906,20th Century Fox	,70.0,"Directors:
Keerthi Bl, 
Keerthi",
Untitled Haiti Musical,,"
Animation, Adventure, Comedy            ",,"
Based on Wyclef Jean's life in Haiti.",,,,2020-04-20 14:57:07.557658190,	Warner Bros.  ,25.0,,
Maska,,,,"
It looks at a confused millennial who seeks to fulfill his fantasy of becoming a movie star until a romance helps him clarify matters.",,111.0,,2020-04-20 15:22:48.894145476,  Paramount Pictures,142.0,"Director:
Neeraj Udhwani",
Mohtaram Ella Robaa,(2012),,3.0,"
Add a Plot
",31,96.0,,2020-04-20 15:48:30.230632762,   Walt Disney Pictures	,11.0,"Director:
Mohamed Hamdy",
The Whole World is Watching: Inside Aaron Sorkin's Trial of the Chicago 7,(2021 TV Special),,,"
Add a Plot
",,28.0,,2020-04-20 16:14:11.567120048,Universal Pictures	,3.0,,"Stars:
Yahya Abdul-Mateen II, 
Alan Baumgarten, 
Celeste, 
Kelvin Harrison Jr."
Once in a Lifetime Sessions with Nile Rodgers,(2019),"
Music            ",8.0,"
Add a Plot
",8,70.0,,2020-04-20 16:39:52.903607334, Legendary Entertainment	,106.0,"Director:
Charlie Lightening",
The Ice Bucket Challenge,,"
Biography, Drama            ",,"
The life story of Pete Frates, a former Boston College baseball captain who became an activist for ALS.",,,,2020-04-20 17:05:34.240094620,	Warner Bros.  ,120.0,,
True Tunes,(2019– ),"
Family            ",8.0,"
Add a Plot
",12,,,2020-04-20 17:31:15.576581904,  Paramount Pictures,69.0,,
Super Monstros: Nova Turma,(2020),"
Animation, Short            ",,"
Add a Plot
",,24.0,,2020-04-20 17:56:56.913069190,    RatPac-Dune Entertainment	,73.0,"Director:
Steve Ball",
Hans Teeuwen: Trui,(2001 TV Special),"
Documentary, Comedy            ",7.8,"
Teeuwen plays with empty wine bottles, little girls and himself. Poetic, absurd, false and genuine. Hans Teeuwen is and remains unpredictable.",397,90.0,,2020-04-20 18:22:38.249556476,	Warner Bros.  ,116.0,"Director:
Marcel de Vré",
Without Shepherds,(2013),"
Documentary            ",7.7,"
Six bold people navigate the dangerous waters of Pakistan's current crisis to discover a new tomorrow: a cricket star starts a progressive political party, a female journalist goes behind ...                See full summary »
",70,89.0,,2020-04-20 18:48:19.586043762,  Columbia Pictures	,137.0,"Directors:
Cary McClelland, 
Imran Babur",
Tellur Aliens,(2016),"
Animation, Adventure, Comedy            ",4.3,"
Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe",89,67.0,,2020-04-20 19:14:00.922531048,Marvel Studios,59.0,,"Director:
Einar Gabbassov"
Hunch,,"
Drama            ",,"
Simon's wife is murdered to remove his heart and transplant it into the wife of a powerful millionaire. In search of revenge, Simón throws himself into the dangerous world of organ trafficking.",,,,2020-04-20 19:39:42.259018332,	Warner Bros.  ,119.0,,"Stars:
Ana Brenda Contreras, 
Sebastian Martínez, 
Margarita Muñoz, 
Mauricio Cujar"
The Boys' Club,,"
Drama            ",,"
It follows first-year female associate Alex Vogel as she navigates her way through a top Manhattan law firm.",,,,2020-04-20 20:05:23.595505618,	Warner Bros.  ,67.0,,
Matilda,,"
Animation, Adventure, Family            ",,"
Add a Plot
",,,,2020-04-20 20:31:04.931992904,  Paramount Pictures,107.0,,
Running with Sherman,,,,"
A family adopting a rescue donkey that had been kept isolated and unattended in an animal hoarder's barn.",,,,2020-04-20 20:56:46.268480190,Relativity Media,106.0,,
Three-Sixty (360),,"
Action, Crime, Drama            ",,"
Add a Plot
",,,,2020-04-20 21:22:27.604967476,  Columbia Pictures	,136.0,,"Stars:
Kris D. Lofton, 
Jade Scott Yorker"
Enissa Amani: Ehrenwort,(2018 TV Special),"
Comedy            ",5.6,"
Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",184,60.0,,2020-04-20 21:48:08.941454760,   Walt Disney Pictures	,70.0,"Director:
Max Amini",
La Sangre del Gallo,(2015),"
Action, Crime, Drama            ",5.3,"
Is a thriller that goes deep into the cannon of the best of genre film, building up from the visuals a fragmented universe that reflects the tumultuous inner journey of its protagonist. A rabidly modern movie. A modern fable.",168,84.0,,2020-04-20 22:13:50.277942046, Legendary Entertainment	,61.0,"Director:
Mariano Dawidson",
